,country,item,year,production,area,yield,category,continent
1,Afghanistan,"Almonds, in shell",2020,39307.0,22134.0,1776.0,Nuts,Asia
5,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,17808.0,25293.0,704.0,Spices,Asia
6,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,17966.0,25558.0,703.0,Spices,Asia
7,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,17876.0,25357.0,705.0,Spices,Asia
8,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,17883.0,25403.0,704.0,Spices,Asia
9,Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,17909.0,25439.0,704.0,Spices,Asia
11,Afghanistan,Apples,2020,270857.0,25643.0,10563.0,Fruits,Asia
15,Afghanistan,Apricots,2019,129363.0,17719.0,7301.0,Fruits,Asia
16,Afghanistan,Apricots,2020,131788.0,17481.0,7539.0,Fruits,Asia
17,Afghanistan,Apricots,2021,207490.0,27082.0,7662.0,Fruits,Asia
18,Afghanistan,Apricots,2022,170508.0,26731.0,6379.0,Fruits,Asia
19,Afghanistan,Apricots,2023,155429.0,22008.0,7062.0,Fruits,Asia
30,Afghanistan,Figs,2019,24319.0,3529.0,6891.0,Fruits,Asia
31,Afghanistan,Figs,2020,15994.0,3219.0,4969.0,Fruits,Asia
32,Afghanistan,Figs,2021,59756.0,10077.0,5930.0,Fruits,Asia
33,Afghanistan,Figs,2022,58036.0,9787.0,5930.0,Fruits,Asia
34,Afghanistan,Figs,2023,60651.0,10228.0,5930.0,Fruits,Asia
50,Afghanistan,Millet,2019,2714.0,1401.0,1937.0,Cereals,Asia
51,Afghanistan,Millet,2020,1895.0,1437.0,1319.0,Cereals,Asia
52,Afghanistan,Millet,2021,1550.0,979.0,1583.0,Cereals,Asia
53,Afghanistan,Millet,2022,1913.0,1213.0,1577.0,Cereals,Asia
54,Afghanistan,Millet,2023,1824.0,1142.0,1598.0,Cereals,Asia
55,Afghanistan,Mustard seed,2019,1700.0,1691.0,1005.0,Seeds,Asia
56,Afghanistan,Mustard seed,2020,1298.0,1457.0,891.0,Seeds,Asia
57,Afghanistan,Mustard seed,2021,1139.0,1074.0,1060.0,Seeds,Asia
58,Afghanistan,Mustard seed,2022,1475.0,1206.0,1223.0,Seeds,Asia
59,Afghanistan,Mustard seed,2023,1000.0,1000.0,1000.0,Seeds,Asia
60,Afghanistan,Olives,2019,7927.0,2206.0,3594.0,Fruits,Asia
61,Afghanistan,Olives,2020,8021.0,2208.0,3633.0,Fruits,Asia
62,Afghanistan,Olives,2021,7676.0,2207.0,3478.0,Fruits,Asia
63,Afghanistan,Olives,2022,7731.0,2207.0,3503.0,Fruits,Asia
64,Afghanistan,Olives,2023,7785.0,2207.0,3527.0,Fruits,Asia
65,Afghanistan,Onions,2019,352725.0,18343.0,19229.0,Vegetables,Asia
66,Afghanistan,Onions,2020,326006.0,19351.0,16847.0,Vegetables,Asia
70,Afghanistan,Oranges,2019,6006.0,973.0,6173.0,Fruits,Asia
71,Afghanistan,Oranges,2020,3001.0,415.0,7231.0,Fruits,Asia
72,Afghanistan,Oranges,2021,11972.0,1782.0,6718.0,Fruits,Asia
73,Afghanistan,Oranges,2022,10611.0,1825.0,5814.0,Fruits,Asia
74,Afghanistan,Oranges,2023,7385.0,1242.0,5947.0,Fruits,Asia
75,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2019,29384.0,6117.0,4804.0,Fruits,Asia
76,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2020,27772.0,6396.0,4342.0,Fruits,Asia
77,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2021,33561.0,8376.0,4007.0,Fruits,Asia
78,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2022,32884.0,8021.0,4100.0,Fruits,Asia
79,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2023,33195.0,8715.0,3809.0,Fruits,Asia
80,Afghanistan,"Other citrus fruit, n.e.c.",2019,30759.0,3391.0,9071.0,Fruits,Asia
81,Afghanistan,"Other citrus fruit, n.e.c.",2020,3775.0,449.0,8408.0,Fruits,Asia
82,Afghanistan,"Other citrus fruit, n.e.c.",2021,24753.0,2965.0,8348.0,Fruits,Asia
83,Afghanistan,"Other citrus fruit, n.e.c.",2022,21972.0,2402.0,9148.0,Fruits,Asia
84,Afghanistan,"Other citrus fruit, n.e.c.",2023,18961.0,2116.0,8961.0,Fruits,Asia
85,Afghanistan,"Other fruits, n.e.c.",2019,61922.0,8503.0,7283.0,Fruits,Asia
86,Afghanistan,"Other fruits, n.e.c.",2020,62117.0,8259.0,7521.0,Fruits,Asia
87,Afghanistan,"Other fruits, n.e.c.",2021,61892.0,8337.0,7424.0,Fruits,Asia
88,Afghanistan,"Other fruits, n.e.c.",2022,61977.0,8366.0,7408.0,Fruits,Asia
89,Afghanistan,"Other fruits, n.e.c.",2023,61996.0,8321.0,7451.0,Fruits,Asia
90,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,1730.0,2014.0,859.0,Nuts,Asia
91,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,4300.0,5035.0,854.0,Nuts,Asia
92,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,4200.0,4940.0,850.0,Nuts,Asia
93,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,4138.0,4933.0,839.0,Nuts,Asia
94,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,3841.0,4643.0,827.0,Nuts,Asia
100,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2019,20.0,7558.0,3.0,Spices,Asia
101,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2020,20.0,7716.0,3.0,Spices,Asia
102,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2021,11.0,8410.0,1.0,Spices,Asia
103,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2022,11.0,7629.0,1.0,Spices,Asia
104,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2023,18.0,9856.0,2.0,Spices,Asia
105,Afghanistan,Other stone fruits,2019,48485.0,6880.0,7047.0,Fruits,Asia
106,Afghanistan,Other stone fruits,2020,50085.0,7104.0,7050.0,Fruits,Asia
107,Afghanistan,Other stone fruits,2021,48925.0,6941.0,7049.0,Fruits,Asia
108,Afghanistan,Other stone fruits,2022,49165.0,6975.0,7049.0,Fruits,Asia
109,Afghanistan,Other stone fruits,2023,49392.0,7007.0,7049.0,Fruits,Asia
115,Afghanistan,Peaches and nectarines,2019,61361.0,8076.0,7598.0,Fruits,Asia
116,Afghanistan,Peaches and nectarines,2020,70012.0,6735.0,10395.0,Fruits,Asia
117,Afghanistan,Peaches and nectarines,2021,102560.0,10160.0,10094.0,Fruits,Asia
118,Afghanistan,Peaches and nectarines,2022,101459.0,10060.0,10085.0,Fruits,Asia
119,Afghanistan,Peaches and nectarines,2023,106312.0,11602.0,9163.0,Fruits,Asia
120,Afghanistan,Pears,2019,6966.0,2473.0,2817.0,Fruits,Asia
121,Afghanistan,Pears,2020,18020.0,2245.0,8027.0,Fruits,Asia
122,Afghanistan,Pears,2021,32000.0,4003.0,7994.0,Fruits,Asia
123,Afghanistan,Pears,2022,32000.0,4000.0,8000.0,Fruits,Asia
124,Afghanistan,Pears,2023,28000.0,4000.0,7000.0,Fruits,Asia
125,Afghanistan,"Pistachios, in shell",2019,2794.0,2214.0,1262.0,Nuts,Asia
126,Afghanistan,"Pistachios, in shell",2020,2796.0,2177.0,1284.0,Nuts,Asia
127,Afghanistan,"Pistachios, in shell",2021,2784.0,2165.0,1286.0,Nuts,Asia
128,Afghanistan,"Pistachios, in shell",2022,2793.0,2153.0,1297.0,Nuts,Asia
129,Afghanistan,"Pistachios, in shell",2023,2802.0,2141.0,1309.0,Nuts,Asia
130,Afghanistan,Plums and sloes,2019,38321.0,3629.0,10560.0,Fruits,Asia
131,Afghanistan,Plums and sloes,2020,29872.0,3128.0,9550.0,Fruits,Asia
132,Afghanistan,Plums and sloes,2021,57304.0,6508.0,8805.0,Fruits,Asia
133,Afghanistan,Plums and sloes,2022,55255.0,6385.0,8654.0,Fruits,Asia
134,Afghanistan,Plums and sloes,2023,47041.0,5449.0,8634.0,Fruits,Asia
154,Afghanistan,Sesame seed,2023,14000.0,20000.0,700.0,Seeds,Asia
155,Afghanistan,Soya beans,2022,2906.0,1828.0,1590.0,Seeds,Asia
156,Afghanistan,Soya beans,2023,6000.0,3000.0,2000.0,Seeds,Asia
157,Afghanistan,Sugar beet,2019,9284.0,616.0,15071.0,Vegetables,Asia
158,Afghanistan,Sugar beet,2020,5032.0,347.0,14501.0,Vegetables,Asia
159,Afghanistan,Sugar beet,2021,5196.0,350.0,14846.0,Vegetables,Asia
160,Afghanistan,Sugar beet,2022,5776.0,343.0,16840.0,Vegetables,Asia
161,Afghanistan,Sugar beet,2023,6000.0,300.0,20000.0,Vegetables,Asia
162,Afghanistan,Sugar cane,2019,36538.0,1653.0,22104.0,Cash crops,Asia
163,Afghanistan,Sugar cane,2020,40292.0,1541.0,26147.0,Cash crops,Asia
164,Afghanistan,Sugar cane,2021,41434.0,1582.0,26191.0,Cash crops,Asia
165,Afghanistan,Sugar cane,2022,58394.0,1705.0,34249.0,Cash crops,Asia
166,Afghanistan,Sugar cane,2023,56000.0,2000.0,28000.0,Cash crops,Asia
167,Afghanistan,Sunflower seed,2019,882.0,981.0,899.0,Seeds,Asia
168,Afghanistan,Sunflower seed,2020,387.0,362.0,1069.0,Seeds,Asia
169,Afghanistan,Sunflower seed,2021,694.0,599.0,1158.0,Seeds,Asia
170,Afghanistan,Sunflower seed,2022,760.0,678.0,1121.0,Seeds,Asia
171,Afghanistan,Sunflower seed,2023,1068.0,1000.0,1068.0,Seeds,Asia
172,Afghanistan,"Walnuts, in shell",2019,14690.0,5025.0,2923.0,Nuts,Asia
173,Afghanistan,"Walnuts, in shell",2020,14877.0,5206.0,2858.0,Nuts,Asia
174,Afghanistan,"Walnuts, in shell",2021,23360.0,8301.0,2814.0,Nuts,Asia
175,Afghanistan,"Walnuts, in shell",2022,19560.0,8301.0,2356.0,Nuts,Asia
176,Afghanistan,"Walnuts, in shell",2023,27000.0,8000.0,3375.0,Nuts,Asia
187,Albania,Apples,2019,107713.0,4407.0,24441.0,Fruits,Europe
188,Albania,Apples,2020,102167.0,4420.0,23115.0,Fruits,Europe
189,Albania,Apples,2021,111247.0,4242.0,26226.0,Fruits,Europe
190,Albania,Apples,2022,103645.0,4294.0,24137.0,Fruits,Europe
191,Albania,Apples,2023,97274.0,4365.0,22284.0,Fruits,Europe
192,Albania,Apricots,2019,4875.0,341.0,14296.0,Fruits,Europe
193,Albania,Apricots,2020,5143.0,344.0,14951.0,Fruits,Europe
194,Albania,Apricots,2021,5057.0,345.0,14657.0,Fruits,Europe
195,Albania,Apricots,2022,5500.0,364.0,15110.0,Fruits,Europe
196,Albania,Apricots,2023,5578.0,354.0,15751.0,Fruits,Europe
197,Albania,Barley,2019,7942.0,2742.0,2896.0,Cereals,Europe
198,Albania,Barley,2020,12645.0,3771.0,3353.0,Cereals,Europe
199,Albania,Barley,2021,15310.0,5071.0,3019.0,Cereals,Europe
200,Albania,Barley,2022,19014.0,5597.0,3397.0,Cereals,Europe
201,Albania,Barley,2023,21179.0,6260.0,3383.0,Cereals,Europe
202,Albania,"Beans, dry",2019,24782.0,13550.0,1829.0,Pulses,Europe
203,Albania,"Beans, dry",2020,25762.0,13346.0,1930.0,Pulses,Europe
204,Albania,"Beans, dry",2021,22418.0,13363.0,1678.0,Pulses,Europe
205,Albania,"Beans, dry",2022,21770.0,12993.0,1676.0,Pulses,Europe
206,Albania,"Beans, dry",2023,23307.0,12197.0,1911.0,Pulses,Europe
207,Albania,"Broad beans and horse beans, dry",2019,208.0,174.0,1201.0,Vegetables,Europe
208,Albania,"Broad beans and horse beans, dry",2020,209.0,174.0,1200.0,Vegetables,Europe
209,Albania,"Broad beans and horse beans, dry",2021,208.0,174.0,1192.0,Vegetables,Europe
210,Albania,"Broad beans and horse beans, dry",2022,208.0,176.0,1182.0,Vegetables,Europe
211,Albania,"Broad beans and horse beans, dry",2023,208.0,175.0,1191.0,Vegetables,Europe
212,Albania,"Broad beans and horse beans, green",2019,133.0,27.0,4994.0,Vegetables,Europe
213,Albania,"Broad beans and horse beans, green",2020,130.0,26.0,4992.0,Vegetables,Europe
214,Albania,"Broad beans and horse beans, green",2021,128.0,26.0,4992.0,Vegetables,Europe
215,Albania,"Broad beans and horse beans, green",2022,130.0,26.0,4992.0,Vegetables,Europe
216,Albania,"Broad beans and horse beans, green",2023,129.0,26.0,4992.0,Vegetables,Europe
220,Albania,Cabbages,2022,66696.0,1970.0,33856.0,Vegetables,Europe
222,Albania,Cantaloupes and other melons,2019,40713.0,1502.0,27106.0,Fruits,Europe
223,Albania,Cantaloupes and other melons,2020,50164.0,1722.0,29131.0,Fruits,Europe
224,Albania,Cantaloupes and other melons,2021,50669.0,1644.0,30826.0,Fruits,Europe
225,Albania,Cantaloupes and other melons,2022,56421.0,1775.0,31788.0,Fruits,Europe
226,Albania,Cantaloupes and other melons,2023,52062.0,1721.0,30248.0,Fruits,Europe
227,Albania,Carrots and turnips,2019,13571.0,423.0,32083.0,Vegetables,Europe
228,Albania,Carrots and turnips,2020,11794.0,415.0,28419.0,Vegetables,Europe
229,Albania,Carrots and turnips,2021,10080.0,356.0,28348.0,Vegetables,Europe
230,Albania,Carrots and turnips,2022,9539.0,324.0,29486.0,Vegetables,Europe
232,Albania,Cauliflowers and broccoli,2019,7908.0,342.0,23123.0,Vegetables,Europe
233,Albania,Cauliflowers and broccoli,2020,7206.0,332.0,21705.0,Vegetables,Europe
234,Albania,Cauliflowers and broccoli,2021,7318.0,324.0,22606.0,Vegetables,Europe
235,Albania,Cauliflowers and broccoli,2022,7676.0,383.0,20050.0,Vegetables,Europe
236,Albania,Cauliflowers and broccoli,2023,7374.0,355.0,20768.0,Vegetables,Europe
237,Albania,Cherries,2019,19681.0,2203.0,8934.0,Fruits,Europe
238,Albania,Cherries,2020,20471.0,2237.0,9151.0,Fruits,Europe
239,Albania,Cherries,2021,22050.0,2255.0,9779.0,Fruits,Europe
240,Albania,Cherries,2022,24357.0,2280.0,10683.0,Fruits,Europe
241,Albania,Cherries,2023,19696.0,2315.0,8508.0,Fruits,Europe
242,Albania,"Chestnuts, in shell",2019,5846.0,2406.0,2430.0,Nuts,Europe
243,Albania,"Chestnuts, in shell",2020,5616.0,2407.0,2333.0,Nuts,Europe
244,Albania,"Chestnuts, in shell",2021,5091.0,2409.0,2114.0,Nuts,Europe
245,Albania,"Chestnuts, in shell",2022,6022.0,2412.0,2497.0,Nuts,Europe
246,Albania,"Chestnuts, in shell",2023,6344.0,2429.0,2612.0,Nuts,Europe
247,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,85061.0,3055.0,27843.0,Spices,Europe
248,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,103056.0,3367.0,30608.0,Spices,Europe
249,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,99335.0,3220.0,30850.0,Spices,Europe
250,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,97018.0,3148.0,30819.0,Spices,Europe
251,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,104982.0,3179.0,33022.0,Spices,Europe
257,Albania,Dates,2019,14035.0,485.0,28938.0,Fruits,Europe
258,Albania,Dates,2020,14571.0,487.0,29920.0,Fruits,Europe
259,Albania,Dates,2021,14454.0,489.0,29565.0,Fruits,Europe
260,Albania,Dates,2022,14868.0,490.0,30343.0,Fruits,Europe
261,Albania,Dates,2023,14916.0,490.0,30441.0,Fruits,Europe
262,Albania,Eggplants (aubergines),2019,31122.0,1190.0,26153.0,Vegetables,Europe
263,Albania,Eggplants (aubergines),2020,34680.0,1225.0,28310.0,Vegetables,Europe
264,Albania,Eggplants (aubergines),2021,35425.0,1276.0,27765.0,Vegetables,Europe
265,Albania,Eggplants (aubergines),2022,33890.0,1180.0,28722.0,Vegetables,Europe
266,Albania,Eggplants (aubergines),2023,33228.0,1157.0,28732.0,Vegetables,Europe
267,Albania,Figs,2019,22024.0,1489.0,14791.0,Fruits,Europe
268,Albania,Figs,2020,21889.0,1504.0,14554.0,Fruits,Europe
269,Albania,Figs,2021,24095.0,1508.0,15982.0,Fruits,Europe
270,Albania,Figs,2022,23464.0,1516.0,15478.0,Fruits,Europe
271,Albania,Figs,2023,23350.0,1518.0,15380.0,Fruits,Europe
272,Albania,Grapes,2019,189904.0,10255.0,18518.0,Fruits,Europe
273,Albania,Grapes,2020,199069.0,10455.0,19041.0,Fruits,Europe
274,Albania,Grapes,2021,212011.0,10548.0,20100.0,Fruits,Europe
275,Albania,Grapes,2022,217883.0,10652.0,20455.0,Fruits,Europe
276,Albania,Grapes,2023,179705.0,9822.0,18297.0,Fruits,Europe
277,Albania,Green garlic,2019,15056.0,989.0,15224.0,Vegetables,Europe
278,Albania,Green garlic,2020,20722.0,1259.0,16459.0,Vegetables,Europe
279,Albania,Green garlic,2021,18520.0,1117.0,16588.0,Vegetables,Europe
280,Albania,Green garlic,2022,19039.0,1174.0,16218.0,Vegetables,Europe
281,Albania,Green garlic,2023,16609.0,1062.0,15643.0,Vegetables,Europe
282,Albania,Hop cones,2019,1842.0,2422.0,760.0,Cash crops,Europe
283,Albania,Hop cones,2020,1810.0,2386.0,759.0,Cash crops,Europe
284,Albania,Hop cones,2021,1810.0,2387.0,758.0,Cash crops,Europe
285,Albania,Hop cones,2022,1821.0,2398.0,759.0,Cash crops,Europe
286,Albania,Hop cones,2023,1814.0,2390.0,759.0,Cash crops,Europe
287,Albania,Leeks and other alliaceous vegetables,2019,36894.0,1531.0,24098.0,Vegetables,Europe
288,Albania,Leeks and other alliaceous vegetables,2020,36422.0,1484.0,24543.0,Vegetables,Europe
289,Albania,Leeks and other alliaceous vegetables,2021,36938.0,1526.0,24202.0,Vegetables,Europe
290,Albania,Leeks and other alliaceous vegetables,2022,39124.0,1550.0,25248.0,Vegetables,Europe
291,Albania,Leeks and other alliaceous vegetables,2023,46357.0,1743.0,26596.0,Vegetables,Europe
297,Albania,Lettuce and chicory,2019,21502.0,1440.0,14932.0,Vegetables,Europe
298,Albania,Lettuce and chicory,2020,25155.0,1625.0,15480.0,Vegetables,Europe
299,Albania,Lettuce and chicory,2021,23620.0,1576.0,14984.0,Vegetables,Europe
300,Albania,Lettuce and chicory,2022,36379.0,1669.0,21792.0,Vegetables,Europe
301,Albania,Lettuce and chicory,2023,24889.0,1698.0,14657.0,Vegetables,Europe
307,Albania,Oats,2019,33382.0,15800.0,2113.0,Cereals,Europe
308,Albania,Oats,2020,35579.0,15545.0,2289.0,Cereals,Europe
309,Albania,Oats,2021,33082.0,15146.0,2184.0,Cereals,Europe
310,Albania,Oats,2022,34157.0,15045.0,2270.0,Cereals,Europe
311,Albania,Oats,2023,34422.0,14927.0,2306.0,Cereals,Europe
312,Albania,Okra,2019,8008.0,696.0,11503.0,Vegetables,Europe
313,Albania,Okra,2020,8121.0,701.0,11582.0,Vegetables,Europe
314,Albania,Okra,2021,8154.0,723.0,11275.0,Vegetables,Europe
315,Albania,Okra,2022,8094.0,722.0,11206.0,Vegetables,Europe
316,Albania,Okra,2023,8123.0,722.0,11257.0,Vegetables,Europe
322,Albania,Onions,2019,109368.0,5236.0,20888.0,Vegetables,Europe
323,Albania,Onions,2020,104333.0,5179.0,20145.0,Vegetables,Europe
324,Albania,Onions,2021,108276.0,5259.0,20589.0,Vegetables,Europe
325,Albania,Onions,2022,108913.0,5433.0,20047.0,Vegetables,Europe
326,Albania,Onions,2023,117110.0,5357.0,21860.0,Vegetables,Europe
327,Albania,Onions,2019,40261.0,1924.0,20926.0,Vegetables,Europe
328,Albania,Onions,2020,49427.0,2284.0,21640.0,Vegetables,Europe
329,Albania,Onions,2021,49911.0,2191.0,22780.0,Vegetables,Europe
330,Albania,Onions,2022,51547.0,2302.0,22388.0,Vegetables,Europe
331,Albania,Onions,2023,48161.0,2179.0,22101.0,Vegetables,Europe
337,Albania,"Other beans, green",2019,12248.0,980.0,12498.0,Vegetables,Europe
338,Albania,"Other beans, green",2020,11764.0,970.0,12128.0,Vegetables,Europe
339,Albania,"Other beans, green",2021,13083.0,1016.0,12882.0,Vegetables,Europe
340,Albania,"Other beans, green",2022,13203.0,1014.0,13023.0,Vegetables,Europe
341,Albania,"Other beans, green",2023,14691.0,1044.0,14076.0,Vegetables,Europe
342,Albania,"Other citrus fruit, n.e.c.",2019,16.0,1.0,25679.0,Fruits,Europe
343,Albania,"Other citrus fruit, n.e.c.",2020,16.0,1.0,27022.0,Fruits,Europe
344,Albania,"Other citrus fruit, n.e.c.",2021,14.0,1.0,26047.0,Fruits,Europe
345,Albania,"Other citrus fruit, n.e.c.",2022,11.0,0.0,26814.0,Fruits,Europe
346,Albania,"Other citrus fruit, n.e.c.",2023,11.0,0.0,27581.0,Fruits,Europe
347,Albania,"Other fruits, n.e.c.",2019,3331.0,121.0,27529.0,Fruits,Europe
348,Albania,"Other fruits, n.e.c.",2020,3345.0,125.0,26760.0,Fruits,Europe
349,Albania,"Other fruits, n.e.c.",2021,3134.0,122.0,25687.0,Fruits,Europe
350,Albania,"Other fruits, n.e.c.",2022,3186.0,123.0,25902.0,Fruits,Europe
351,Albania,"Other fruits, n.e.c.",2023,3841.0,150.0,25657.0,Fruits,Europe
352,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,8354.0,946.0,8831.0,Nuts,Europe
353,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,9372.0,1015.0,9234.0,Nuts,Europe
354,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,9899.0,1097.0,9028.0,Nuts,Europe
355,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,11561.0,1194.0,9683.0,Nuts,Europe
356,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,12636.0,1411.0,8955.0,Nuts,Europe
357,Albania,Other pulses n.e.c.,2019,700.0,1142.0,613.0,Pulses,Europe
358,Albania,Other pulses n.e.c.,2020,716.0,1162.0,616.0,Pulses,Europe
359,Albania,Other pulses n.e.c.,2021,716.0,1166.0,614.0,Pulses,Europe
360,Albania,Other pulses n.e.c.,2022,722.0,1173.0,616.0,Pulses,Europe
361,Albania,Other pulses n.e.c.,2023,718.0,1180.0,609.0,Pulses,Europe
362,Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2019,354.0,398.0,888.0,Spices,Europe
363,Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2020,349.0,405.0,862.0,Spices,Europe
364,Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2021,351.0,400.0,877.0,Spices,Europe
365,Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2022,351.0,403.0,872.0,Spices,Europe
366,Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2023,351.0,406.0,864.0,Spices,Europe
367,Albania,"Other vegetables, fresh n.e.c.",2019,24317.0,1512.0,16083.0,Vegetables,Europe
368,Albania,"Other vegetables, fresh n.e.c.",2020,28706.0,1650.0,17398.0,Vegetables,Europe
369,Albania,"Other vegetables, fresh n.e.c.",2021,29396.0,1628.0,18059.0,Vegetables,Europe
370,Albania,"Other vegetables, fresh n.e.c.",2022,38802.0,1809.0,21453.0,Vegetables,Europe
371,Albania,"Other vegetables, fresh n.e.c.",2023,32312.0,1573.0,20542.0,Vegetables,Europe
372,Albania,Peaches and nectarines,2019,19884.0,1243.0,15997.0,Fruits,Europe
373,Albania,Peaches and nectarines,2020,20392.0,1267.0,16095.0,Fruits,Europe
374,Albania,Peaches and nectarines,2021,20612.0,1281.0,16088.0,Fruits,Europe
375,Albania,Peaches and nectarines,2022,22472.0,1305.0,17220.0,Fruits,Europe
376,Albania,Peaches and nectarines,2023,22937.0,1318.0,17398.0,Fruits,Europe
377,Albania,Pears,2019,14107.0,759.0,18586.0,Fruits,Europe
378,Albania,Pears,2020,14346.0,776.0,18487.0,Fruits,Europe
379,Albania,Pears,2021,14244.0,781.0,18247.0,Fruits,Europe
380,Albania,Pears,2022,14975.0,794.0,18860.0,Fruits,Europe
381,Albania,Pears,2023,14763.0,811.0,18204.0,Fruits,Europe
382,Albania,"Peas, green",2019,5456.0,496.0,11000.0,Vegetables,Europe
383,Albania,"Peas, green",2020,5727.0,485.0,11808.0,Vegetables,Europe
384,Albania,"Peas, green",2021,7856.0,577.0,13613.0,Vegetables,Europe
385,Albania,"Peas, green",2022,8782.0,604.0,14552.0,Vegetables,Europe
386,Albania,"Peas, green",2023,7143.0,547.0,13049.0,Vegetables,Europe
387,Albania,Plums and sloes,2019,40928.0,2626.0,15586.0,Fruits,Europe
388,Albania,Plums and sloes,2020,41708.0,2644.0,15775.0,Fruits,Europe
389,Albania,Plums and sloes,2021,41186.0,2659.0,15492.0,Fruits,Europe
390,Albania,Plums and sloes,2022,45141.0,2663.0,16951.0,Fruits,Europe
391,Albania,Plums and sloes,2023,39837.0,2681.0,14860.0,Fruits,Europe
392,Albania,Potatoes,2019,260661.0,10164.0,25646.0,Vegetables,Europe
393,Albania,Potatoes,2020,254886.0,9701.0,26274.0,Vegetables,Europe
394,Albania,Potatoes,2021,258862.0,10378.0,24943.0,Vegetables,Europe
395,Albania,Potatoes,2022,262673.0,9910.0,26506.0,Vegetables,Europe
396,Albania,Potatoes,2023,274188.0,10068.0,27233.0,Vegetables,Europe
397,Albania,"Pumpkins, squash and gourds",2019,18923.0,675.0,28034.0,Fruits,Europe
398,Albania,"Pumpkins, squash and gourds",2020,22315.0,754.0,29596.0,Fruits,Europe
407,Albania,Rye,2019,2572.0,1183.0,2174.0,Cereals,Europe
408,Albania,Rye,2020,3244.0,1321.0,2456.0,Cereals,Europe
409,Albania,Rye,2021,3293.0,1318.0,2498.0,Cereals,Europe
410,Albania,Rye,2022,3115.0,1313.0,2372.0,Cereals,Europe
411,Albania,Rye,2023,3012.0,1277.0,2359.0,Cereals,Europe
412,Albania,"Seed cotton, unginned",2019,783.0,707.0,1108.0,Cash crops,Europe
413,Albania,"Seed cotton, unginned",2020,808.0,729.0,1108.0,Cash crops,Europe
414,Albania,"Seed cotton, unginned",2021,804.0,725.0,1108.0,Cash crops,Europe
415,Albania,"Seed cotton, unginned",2022,798.0,720.0,1108.0,Cash crops,Europe
416,Albania,"Seed cotton, unginned",2023,803.0,725.0,1108.0,Cash crops,Europe
417,Albania,Sour cherries,2019,18231.0,3287.0,5546.0,Fruits,Europe
418,Albania,Sour cherries,2020,17849.0,3187.0,5600.0,Fruits,Europe
419,Albania,Sour cherries,2021,17858.0,3223.0,5540.0,Fruits,Europe
420,Albania,Sour cherries,2022,17979.0,3232.0,5562.0,Fruits,Europe
421,Albania,Sour cherries,2023,17895.0,3214.0,5567.0,Fruits,Europe
422,Albania,Soya beans,2019,605.0,219.0,2763.0,Seeds,Europe
423,Albania,Soya beans,2020,441.0,171.0,2579.0,Seeds,Europe
424,Albania,Soya beans,2021,373.0,155.0,2414.0,Seeds,Europe
425,Albania,Soya beans,2022,686.0,239.0,2870.0,Seeds,Europe
426,Albania,Soya beans,2023,519.0,181.0,2863.0,Seeds,Europe
